id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,price,house_age,years_since_renovation
1175000570,,5.0,2.0,7.501634457883413,8.486940148245216,1,0,0,3,7,,98107,47.67,-122.394,7.215975002651466,8.486940148245216,13.180634172318978,125,
9297300055,,4.0,3.0,7.989899374942939,8.517393171418904,2,0,3,3,9,6.878326468291325,98126,47.5714,-122.375,7.669028288589683,8.294299608857235,13.384729180332174,46,
1875500060,,3.0,2.0,7.544861068658458,9.549736900114642,2,0,0,3,7,,98019,47.7277,-121.962,7.544861068658458,9.548168831368535,12.886643575525625,31,
6865200140,,4.0,1.0,7.3783837129967145,8.366602832783736,1,0,0,4,7,,98103,47.6648,-122.343,7.384610383176974,8.366602832783736,13.091906231773164,109,
0016000397,,2.0,1.0,7.0909098220799835,9.19532825185568,1,0,0,4,7,,98002,47.3089,-122.21,6.966967138613983,8.536211197252,12.149507585033072,104,
7983200060,,3.0,1.0,7.1316985104669115,9.187583384853566,1,0,0,4,7,,98003,47.3343,-122.306,7.155396301896734,9.088285725968877,12.345838935721968,56,
6300500875,,4.0,1.75,7.390798521735676,8.513385953073284,1,0,0,4,7,6.634633357861686,98133,47.7025,-122.341,7.244941546337007,8.513385953073284,12.861001210669146,78,
2524049179,,3.0,2.75,8.02322468471667,10.711480124765114,1,0,4,3,9,6.580639137284949,98040,47.5316,-122.233,8.314097335405807,9.920197166099076,14.508658238524095,57,
7137970340,,5.0,2.5,7.7279755421055585,8.748463629942055,2,0,0,3,8,,98092,47.3266,-122.169,7.714677473800927,8.854522203757432,12.560247968016562,30,
8091400200,,2.0,1.5,6.976348070447749,9.174091239301061,1,0,0,3,7,,98030,47.3533,-122.166,7.107425474110705,9.034438166984412,12.43996225063003,40,
3814700200,,3.0,2.25,7.804251383528112,8.77971129020447,2,0,0,4,8,,98030,47.3739,-122.172,7.696667081526462,8.834336974017637,12.703816069256568,40,
1202000200,,3.0,2.0,7.444833273892193,8.454892165218858,1,0,0,5,6,,98002,47.3048,-122.218,6.93828448401696,8.456593569287309,12.358798024384122,84,
1794500383,,3.0,1.75,7.804251383528112,7.898039690764619,2,0,0,3,8,6.55250788703459,98119,47.6386,-122.36,7.473637108496206,8.181440695719374,13.75043962845585,110,
3303700376,,3.0,1.0,7.244941546337007,7.366445148327599,1,0,0,5,8,,98112,47.6221,-122.314,7.528869256642251,8.258940462988459,13.410546824147012,116,
5101402488,,3.0,1.75,7.327123292259293,8.761080103868347,1,0,0,3,7,6.594413459749778,98115,47.695,-122.304,7.327123292259293,8.738094230177667,12.989976472461,77,
1873100390,,4.0,2.5,7.852050207265889,8.878218658092228,2,0,0,3,8,,98052,47.7073,-122.11,7.875119281040293,8.704004653483045,13.4856180275228,20,
8562750320,,3.0,2.5,7.749753406274437,8.289288323000317,2,0,0,3,8,,98027,47.5391,-122.07,7.855932199718614,8.289288323000317,13.271646802771485,22,
2426039314,,2.0,1.5,7.0825485693553,7.143617602704121,3,0,0,3,7,,98133,47.7274,-122.357,7.237778191923443,7.471363088187097,12.54254845357358,20,
0461000390,,4.0,1.75,7.754052639035757,8.517393171418904,1,0,0,4,7,6.710523109452428,98117,47.6823,-122.368,7.2868764117507,8.517393171418904,13.44081856306726,96,
7589200193,,3.0,1.0,6.994849985833071,8.006700845440367,1,0,0,4,8,,98117,47.6889,-122.375,7.359467638255621,8.533263371593732,13.190023895035274,96,
7955080270,,4.0,2.75,7.630946580890459,8.803874763534434,1,0,0,3,7,6.660575149839686,98058,47.4276,-122.157,7.611347717403621,9.073489189226986,12.683861515988351,44,
9547205180,,3.0,2.5,7.741099090035366,8.026496938945412,1,0,0,3,8,6.673297967767654,98115,47.6827,-122.31,7.372118028337787,8.09101504171053,13.453106376097134,95,23
9435300030,,4.0,1.0,7.415175109613295,10.458779721372386,1,0,0,1,5,6.594413459749778,98052,47.6621,-122.132,7.6783263565068856,9.34731582700326,13.217675375388819,92,
2768000400,,4.0,2.0,7.766840537085513,8.699681400989514,2,0,0,4,8,,98107,47.6702,-122.362,7.456454555176209,8.45553053102413,13.369225017834633,121,
7895500070,,4.0,1.0,7.107425474110705,8.996651979432729,1,0,0,2,7,5.802118375377063,98001,47.3341,-122.282,7.1631723908466425,8.962007209588313,12.388398368982115,56,
2078500320,,4.0,2.5,7.8713112033234065,8.929832503272403,2,0,0,3,8,,98056,47.5301,-122.18,7.8713112033234065,9.383032379794294,13.312985389904174,29,
5547700270,,4.0,2.5,7.852050207265889,8.616314282284044,2,0,0,3,9,,98074,47.6145,-122.027,7.81237820598861,8.642944396721798,13.345508528717259,25,
7766200013,,4.0,2.25,8.347827345782498,10.093570577723847,1,0,0,3,8,7.390798521735676,98166,47.445,-122.347,7.787796878181171,10.329343350292026,13.560619598657233,41,
7203220400,,5.0,2.75,8.18757739559151,8.637639344492104,2,0,0,3,9,,98053,47.6848,-122.016,8.195885391314796,8.637639344492104,13.667000108756058,11,
9270200160,,3.0,1.0,7.359467638255621,7.732369222284388,2,0,0,3,7,,98119,47.6413,-122.364,7.3658128372094716,7.878912912297132,13.437175577097312,103,
1432701230,,3.0,1.0,7.155396301896734,9.175438319966918,1,0,0,4,6,5.8888779583328805,98058,47.4485,-122.175,7.201170883281678,9.083529205109796,12.6410997921206,66,
8035350320,,3.0,2.5,8.058643712215618,9.518119146127086,2,0,0,3,8,,98019,47.7443,-121.977,8.02322468471667,9.130539301772627,13.098072734013513,22,
8945200830,,3.0,1.0,6.898714534329988,9.05122740031911,1,0,0,3,6,,98023,47.3066,-122.371,7.113956109566034,9.087155271405804,12.257198175846119,59,
4178300310,,4.0,2.5,7.736743682453495,9.504277838590472,2,0,0,4,9,,98007,47.6194,-122.151,7.893945138235959,9.524128691512443,13.573440270649085,44,
9215400105,,3.0,1.75,7.1316985104669115,8.69349667588463,1,0,0,4,7,,98115,47.6796,-122.301,6.878326468291325,8.537191877922927,13.017005083966255,72,
0822039084,,3.0,2.5,7.9208096792886,11.08223485230999,1,1,2,5,9,6.3784261836515865,98070,47.4041,-122.451,7.893945138235959,11.191534925648972,14.115615891155079,72,
5245600105,,3.0,1.0,7.0825485693553,9.126958763037132,1,0,0,3,7,,98148,47.4258,-122.322,7.0825485693553,9.144734614878189,12.337105293891872,70,
7231300125,,5.0,2.5,8.055475141757274,9.119868468812108,1,0,0,4,8,7.32052696227274,98056,47.4934,-122.189,7.596392304064196,9.119758993744945,12.75130259456002,59,
7518505990,,3.0,1.75,7.2520539518528135,8.314097335405807,1,0,0,4,7,6.018593214496234,98117,47.6808,-122.384,7.2520539518528135,8.314097335405807,13.304686600863562,75,
3626039271,,2.0,1.75,7.591357046698551,9.053803514155955,1,0,0,3,7,6.898714534329988,98117,47.6989,-122.369,7.300472814267799,8.815666824946216,13.279368835614243,44,
4217401195,,5.0,2.25,7.912423121473705,8.699681400989514,1,0,0,3,8,6.398594934535208,98105,47.6571,-122.281,7.912423121473705,8.699681400989514,13.732130035981154,98,
9822700295,,4.0,2.5,7.9483852851118995,8.517393171418904,2,0,0,3,9,,98105,47.6597,-122.29,7.576097340623111,8.517393171418904,13.69334405393293,30,
9478500640,,4.0,2.5,7.719129840906732,8.410943391573527,2,0,0,3,7,,98042,47.3663,-122.114,7.719129840906732,8.412054873292933,12.586223364451623,17,
2799800710,,3.0,2.5,7.791935956938058,8.46611040118692,2,0,0,3,8,,98042,47.3663,-122.122,7.897668150726906,8.46611040118692,12.614868865984631,22,
7922800400,,5.0,3.25,8.086717920303906,9.571017297294214,2,0,4,4,8,,98008,47.588,-122.116,7.993282328101591,9.309733115854218,13.765270393051685,57,
8079040320,,4.0,3.0,7.523481312573497,9.208037722913508,2,0,0,3,8,,98059,47.5059,-122.149,7.7279755421055585,9.052867513151618,12.971542813248437,34,
1516000055,,3.0,2.25,7.67368812926773,9.963453133703561,1,0,3,4,8,6.329720905522696,98166,47.4336,-122.339,7.852050207265889,9.846970109700957,13.384729180332174,66,
9558200045,,3.0,1.75,7.139660335964919,9.036106025364846,1,0,0,3,7,,98148,47.4366,-122.335,7.1631723908466425,9.076923258535832,12.574185427296195,71,
5072410070,,3.0,1.75,7.832014180505469,9.07004328643746,2,0,0,5,8,,98166,47.4428,-122.344,7.824445930877619,9.15915233520675,13.132315688453556,52,
9528102996,,3.0,1.75,7.340186835320115,6.951772164398911,3,0,0,3,8,,98115,47.6765,-122.32,7.3658128372094716,8.036249942132116,13.215855541983634,11,
1189001180,,3.0,2.25,7.415175109613295,8.699681400989514,1,0,0,3,7,6.311734809152915,98122,47.6113,-122.297,7.273092595999522,8.314097335405807,12.959846800844963,46,
3253500160,,3.0,2.75,7.9269635448629785,8.245384468120747,1,0,0,5,7,6.90875477931522,98144,47.5747,-122.304,7.273092595999522,8.294299608857235,12.668629868984294,100,
3394100030,,4.0,2.5,7.908754738783246,9.310185706945898,2,0,0,3,10,,98004,47.5815,-122.192,7.919719760924575,9.310185706945898,13.790193775620484,36,
3717000160,,4.0,2.5,7.714677473800927,8.444407421690585,2,0,0,3,7,,98001,47.3378,-122.257,7.706162970199575,8.42463920980563,12.567240979056246,20,
1274500060,,3.0,1.0,6.90875477931522,9.398561160701128,1,0,0,4,7,,98042,47.3621,-122.11,6.918695219020472,9.444305161921976,12.225880174775122,57,
1802000060,,5.0,2.25,8.071218539969863,9.911406117780423,1,0,0,3,8,7.3783837129967145,98004,47.6303,-122.215,8.128880142125638,9.911406117780423,14.096923772119156,60,
1525059190,,5.0,3.25,8.470311205516108,10.821676481693363,1,0,0,4,11,7.415175109613295,98005,47.6525,-122.16,8.169336395928386,10.569212147518101,13.854732232655556,52,
1049000060,,3.0,2.0,7.139660335964919,8.6328406149422,1,0,0,4,7,,98034,47.7362,-122.179,7.403061091090091,8.465057436995709,12.691583538230217,53,
8820901275,,4.0,2.0,7.919719760924575,8.962904128092928,1,0,0,5,7,6.2166061010848646,98125,47.7168,-122.287,7.32052696227274,8.962904128092928,13.255146239950099,109,
5416510140,,4.0,2.5,7.7752758464868625,8.517393171418904,2,0,0,3,8,,98038,47.3608,-122.036,7.791935956938058,8.517393171418904,12.793862088206213,20,
3444100400,,3.0,1.75,7.490529402060711,10.830322498285954,1,0,0,5,7,6.55250788703459,98042,47.3511,-122.073,7.57095858316901,10.830322498285954,12.762830066509972,60,
3276920270,,4.0,4.0,8.14060704285845,10.466041875887068,2,0,0,4,10,6.947937068614969,98075,47.5822,-121.987,8.083637203141548,10.463703160543519,13.632189702037216,39,
4036801170,,4.0,1.75,7.473637108496206,8.895766604056085,1,0,0,3,7,6.78105762593618,98008,47.6034,-122.125,7.427144133408616,8.922791623969637,12.847929163278053,69,
2391600320,,3.0,1.0,6.947937068614969,8.529319371214077,1,0,0,3,7,,98116,47.5636,-122.394,6.792344427470809,8.529319371214077,13.081543466215237,84,
6300000287,,3.0,1.0,7.2520539518528135,8.529319371214077,1,0,0,4,7,6.2166061010848646,98133,47.7073,-122.34,7.030857476116121,8.647168267837984,12.923914877701906,69,
1531000030,,4.0,2.5,8.146419323098003,10.588703362769794,2,0,0,3,10,,98010,47.342,-122.025,8.11701408773731,10.590390276998745,13.487007879880162,23,
5104520400,,3.0,2.5,7.762596048540069,8.537191877922927,2,0,0,3,8,,98038,47.3512,-122.008,7.762596048540069,8.587465244401569,12.873904582205107,22,
7437100340,,4.0,2.5,7.550135342488429,8.681011276645632,2,0,0,3,7,,98038,47.349,-122.031,7.534228326274089,8.764990330169104,12.793862088206213,33,
9418400240,,2.0,1.0,7.611347717403621,8.812992231969966,1,0,0,3,7,6.918695219020472,98118,47.5474,-122.291,7.450660796211539,8.812992231969966,12.779875885354993,77,
1523059105,,3.0,1.5,7.427144133408616,9.072571442231286,1,0,0,3,8,,98059,47.4811,-122.149,7.523481312573497,9.082279701908664,12.782688818818986,61,
1133000671,,3.0,1.0,6.8679744089702925,8.800113946766308,1,0,0,3,6,,98125,47.7264,-122.31,7.359467638255621,8.882391706295847,12.660331092405906,73,
4232902595,,3.0,1.5,7.669028288589683,8.188966863648876,2,0,0,3,9,5.484796933490655,98119,47.6337,-122.365,7.611347717403621,8.476579508530941,13.753636218075409,100,
2599001200,,5.0,2.25,7.886457270977689,9.036106025364846,1,0,0,5,7,,98092,47.2909,-122.189,7.372118028337787,9.007734471879521,12.628070334272698,64,
3342103156,,3.0,3.25,7.9269635448629785,8.744966011114109,2,0,0,3,9,6.673297967767654,98056,47.5228,-122.199,7.550135342488429,8.902455592206882,13.04115549117383,19,
1332700270,,2.0,2.25,7.384610383176974,7.621195162809845,2,0,0,4,7,,98056,47.518,-122.194,7.576097340623111,7.613818684808629,12.278397958261774,46,
3869900162,,2.0,1.75,6.93828448401696,6.9726062513017535,2,0,0,3,7,5.583496308781699,98136,47.5394,-122.387,6.93828448401696,7.009408932708637,12.721888795877375,19,
2791500270,,4.0,2.5,7.591357046698551,8.909775673693389,2,0,0,3,7,,98023,47.2897,-122.372,7.591357046698551,8.924123891686012,12.40287632827253,37,
5036300431,,5.0,2.75,8.166500319155052,8.756839814829462,2,0,0,4,10,,98199,47.6506,-122.391,7.83241092718792,8.740496729931813,13.910712550098342,24,
4168000060,,3.0,1.0,7.0909098220799835,9.259225769705994,1,0,0,3,7,,98023,47.322,-122.351,7.208600337960199,9.259225769705994,11.938199736300925,63,
6021501535,,3.0,1.5,7.3658128372094716,8.517393171418904,1,0,0,3,8,5.673323267171493,98117,47.687,-122.386,7.359467638255621,8.412054873292933,12.971542813248437,86,
6021501535,,3.0,1.5,7.3658128372094716,8.517393171418904,1,0,0,3,8,5.673323267171493,98117,47.687,-122.386,7.359467638255621,8.412054873292933,13.45883704259595,86,
1483300570,,4.0,2.5,8.101980731853192,9.235130540783402,1,0,0,3,7,6.814542897259958,98040,47.5873,-122.249,7.576097340623111,8.707152175339404,13.715691327653829,79,34
3422049190,,3.0,1.75,7.581209826196346,9.660268836790868,1,0,0,3,7,,98032,47.3576,-122.277,7.467942332285852,9.656115343487846,12.419169901386761,58,
1099611230,,4.0,1.5,7.057036981697891,8.764209507142004,1,0,0,4,7,,98023,47.3036,-122.378,7.057036981697891,8.764209507142004,12.201065128819632,50,
0722079104,,3.0,1.75,7.501634457883413,10.640675541671662,1,0,0,5,7,6.398594934535208,98038,47.4109,-121.958,7.409136443920128,11.813304093943202,12.657151449598695,45,
7338200240,,3.0,2.5,7.749753406274437,10.514556622060466,2,0,2,3,9,,98045,47.4838,-121.714,7.844240718141811,10.464987279030074,12.98883427049148,33,
1952200240,,3.0,2.5,7.635786861395585,9.491148875484791,1,0,0,5,9,6.68586094706836,98102,47.6415,-122.315,7.696667081526462,8.412054873292933,13.653968797939685,115,
5200100125,,3.0,2.0,7.591357046698551,8.154500175151941,1,0,0,4,7,6.293419278846481,98117,47.6775,-122.372,7.384610383176974,8.154500175151941,13.22672519452875,96,
7214720075,,3.0,2.25,7.692113339595466,11.586120163073273,2,0,0,4,8,,98077,47.7731,-122.08,7.852050207265889,10.7743205614855,13.458765611575428,42,
2450000295,,3.0,2.5,7.979681302387741,9.001346243766392,2,0,0,3,8,,98004,47.5814,-122.196,7.771067086065406,9.001346243766392,13.89985262551525,75,15
6197800045,,3.0,1.0,7.099201743553092,10.43176008990584,1,0,0,3,7,,98058,47.4375,-122.184,7.403061091090091,9.609854474590907,12.577639650232573,71,
1328310370,,3.0,2.5,7.75833346749091,9.21094019204815,1,0,0,4,8,6.78105762593618,98058,47.4431,-122.133,7.719129840906732,9.007367027451355,12.834683971615659,47,
0546000875,,3.0,1.0,7.421177528595393,8.295548516225763,1,0,0,4,7,6.2166061010848646,98117,47.6878,-122.38,7.123672785204607,8.295548516225763,13.038983942375959,86,
3530510041,,2.0,1.75,7.123672785204607,7.821643126239982,1,0,0,4,8,,98198,47.3813,-122.322,7.147559271189454,8.51057131510735,12.146858590895919,40,
1853000400,,4.0,2.5,8.052296499538647,10.24131601192848,2,0,0,4,10,,98077,47.7304,-122.082,8.003363058629947,10.463160481696102,13.429849547739444,34,
3134100116,,5.0,1.75,7.616283561580385,9.42084437974393,2,0,0,4,7,,98052,47.6417,-122.109,7.824445930877619,9.152075463844207,13.060490101343552,83,
9545230140,,4.0,2.5,7.745435610274381,9.172119159155985,2,0,0,3,8,,98027,47.5386,-122.053,7.57095858316901,9.173365135851288,13.300929558259364,41,
3362400511,,3.0,1.75,7.139660335964919,8.110427237575024,1,0,0,5,6,6.329720905522696,98103,47.6823,-122.349,7.2305631534092925,8.17103418920548,13.25339339419516,120,
2525310310,,3.0,1.75,7.340186835320115,9.441531454869693,1,0,0,4,7,5.942799375126701,98038,47.3624,-122.031,7.340186835320115,9.363662136919832,12.515397562803473,45,
6126500060,,3.0,1.75,7.640603826393634,8.694502206386648,1,0,2,3,7,6.90875477931522,98108,47.5474,-122.295,7.645397699428633,8.612685172875459,12.706699437569211,54,
8961960160,,4.0,2.5,8.080546965824498,9.691036630760662,2,0,3,3,9,6.566672429803241,98001,47.3183,-122.253,7.878912912297132,9.049936850483158,13.081543466215237,24,
3626039325,,3.0,3.5,8.385032287813898,8.756367559802975,2,0,0,3,8,7.3783837129967145,98117,47.6981,-122.368,7.5126175446745105,8.756367559802975,13.51508226312797,125,26
3362400431,,3.0,3.5,7.372118028337787,7.005789019253503,3,0,0,3,8,,98103,47.6824,-122.347,7.390798521735676,8.06054004653864,13.158697235290168,15,
4060000240,,2.0,1.0,6.78105762593618,8.821879862683842,1,0,0,4,6,,98178,47.5009,-122.248,7.0825485693553,8.821879862683842,12.232841150744216,80,
3454800060,,4.0,2.0,7.359467638255621,9.169622538697624,1,0,0,3,6,,98168,47.4965,-122.303,7.53955882930103,9.105090961257085,12.054092109237121,75,
1695900060,,4.0,1.0,7.384610383176974,8.000684784514748,1,0,0,4,7,,98144,47.587,-122.294,7.384610383176974,8.304247465078474,13.190023895035274,100,
7278700070,,3.0,2.5,7.783640596221253,8.775703886567738,1,0,2,3,8,6.734591659972948,98177,47.7728,-122.386,7.75833346749091,9.292565312231853,13.399996629152975,61,
6675500070,,3.0,2.0,7.280008252884188,9.11964950669168,1,0,0,3,7,,98034,47.7288,-122.226,7.3658128372094716,9.116578992161708,12.87774334868815,38,
3626039187,,2.0,1.0,6.647688373563329,8.699681400989514,1,0,0,3,6,,98117,47.6999,-122.364,7.444833273892193,8.699681400989514,12.886643575525625,72,
3524049083,,4.0,1.75,7.650168700845001,8.38958706681109,1,0,0,5,7,5.942799375126701,98118,47.5299,-122.266,7.523481312573497,8.38958706681109,13.005831808336863,101,
3275860240,,3.0,2.25,7.976251943745623,9.230633075243945,2,0,0,3,9,,98052,47.6897,-122.098,7.901377353792616,9.546312483555713,13.554147092530322,35,
4389200955,,4.0,2.75,7.919719760924575,9.786391780659882,1,0,0,3,8,6.647688373563329,98004,47.6141,-122.212,8.026496938945412,9.330431852234003,14.187074804051692,111,33
4058801670,,3.0,2.25,7.650168700845001,9.012133305952004,1,0,2,3,8,6.175867270105761,98178,47.5091,-122.244,7.886457270977689,9.072571442231286,13.005831808336863,58,
8732020310,,4.0,2.25,7.6783263565068856,9.083869707922235,1,0,0,3,8,6.68586094706836,98023,47.3129,-122.39,7.645397699428633,9.036106025364846,12.468440756144114,47,
2331300505,,5.0,3.5,7.749753406274437,8.509362612301048,2,0,0,5,7,6.398594934535208,98103,47.6763,-122.352,7.438971592395862,8.509362612301048,13.620104977426395,99,
7853210060,,4.0,2.5,7.635786861395585,8.368925174747135,2,0,0,3,7,,98065,47.5319,-121.85,7.58629630715272,8.229244416735913,12.971542813248437,21,
3668000070,,3.0,1.75,6.966967138613983,8.971575439759016,1,0,0,4,7,,98092,47.2761,-122.152,7.259116128097101,8.946505025998682,12.264346270624157,39,
9545240070,,4.0,2.25,7.606387389772652,9.169934957341145,1,0,0,3,8,6.3473892096560105,98027,47.5343,-122.054,7.630946580890459,9.189525232262262,13.400753916947913,39,
1243100136,,3.0,3.5,8.281723990411392,11.617996938859507,1,0,0,3,9,7.307202314764738,98052,47.697,-122.072,7.816416983691801,11.390769130367211,13.572165574841936,36,
8929000270,,3.0,2.5,7.606387389772652,7.7354333524996886,2,0,0,3,8,6.431331081933479,98029,47.5517,-121.998,7.43307534889858,7.416378479192928,13.024192509731431,11,
2767602356,,4.0,3.5,7.669028288589683,7.731492029245684,3,0,0,3,9,,98107,47.6734,-122.38,7.340186835320115,7.734558844354756,13.42246945133505,20,
0921049315,,3.0,1.75,7.186144304522325,9.763708110007842,1,0,0,4,7,,98003,47.3257,-122.296,7.346655163176539,9.86609716331757,12.201065128819632,69,
3655000070,,4.0,1.75,7.611347717403621,8.967121656230923,1,0,0,3,7,6.918695219020472,98003,47.3309,-122.299,7.467942332285852,9.004668301573977,12.301387370778713,57,
4027700812,,4.0,2.25,7.85979918056211,9.21064032698518,1,0,0,4,8,7.1316985104669115,98028,47.7689,-122.266,7.346655163176539,9.253112463820052,13.021439671201302,57,
3992700335,,2.0,1.0,7.0825485693553,8.398634855292102,1,0,0,3,6,,98125,47.7135,-122.287,6.966967138613983,8.651024539049757,12.854486546624395,44,
2767603505,,3.0,2.25,7.065613363597717,7.1308988302963465,3,0,0,3,8,,98107,47.6722,-122.381,7.208600337960199,7.1785454837637,13.161489855348382,11,
4232901525,,2.0,1.0,7.01301578963963,8.071218539969863,1,0,0,3,7,,98119,47.6338,-122.358,7.065613363597717,8.188966863648876,13.407543823396258,100,
1777500060,,5.0,2.5,7.944846711001996,9.145908511816794,1,0,0,4,8,7.147559271189454,98006,47.5707,-122.128,7.944846711001996,9.145908511816794,13.17628511440807,57,
1432900240,,3.0,1.0,7.384610383176974,9.057189192482008,1,0,0,4,7,6.398594934535208,98058,47.4563,-122.171,7.384610383176974,9.057189192482008,12.230770136157428,63,
6140100875,,3.0,1.0,6.966967138613983,8.999372396592106,1,0,0,4,7,4.795790545596741,98133,47.7144,-122.351,7.353081920515432,8.97979449089521,12.948012371209098,102,
6071600370,,4.0,2.25,7.616283561580385,9.049936850483158,1,0,0,4,8,6.478509642208569,98006,47.5495,-122.174,7.7102051944325325,9.085343881801498,13.122365377402328,64,
1526069017,,4.0,2.5,8.208219383496834,12.269089697320034,2,0,0,4,9,,98077,47.7421,-122.026,7.951911381854188,11.385001180236953,13.733759141278622,31,
0809001525,,4.0,1.0,7.844240718141811,8.294299608857235,2,0,0,3,8,5.198497031265826,98109,47.6354,-122.353,7.696667081526462,8.294299608857235,13.698977865303197,120,
3224079105,,2.0,2.5,7.791935956938058,11.018383211277339,2,0,0,3,7,,98027,47.5262,-121.943,7.57095858316901,11.968373676206765,12.971542813248437,18,
8075400570,,5.0,2.0,7.72356247227797,9.433563920090563,1,0,0,4,8,7.030857476116121,98032,47.3887,-122.286,7.215975002651466,9.798182590890704,12.460718739865236,65,
1994200024,,3.0,1.0,7.266128779556451,8.147867129923947,1,0,0,3,7,6.111467339502679,98103,47.6873,-122.336,7.280008252884188,8.433811582477187,13.144126826131089,78,
3362900810,,3.0,2.0,7.215975002651466,8.036249942132116,2,0,0,3,8,,98103,47.6838,-122.353,7.313886831633462,8.036249942132116,13.184720145248114,35,
1324300398,,3.0,1.0,7.01301578963963,8.517393171418904,1,0,0,3,7,,98107,47.655,-122.359,7.259116128097101,8.517393171418904,13.235693848424024,78,
0537000445,,3.0,1.0,7.1316985104669115,9.012011377036412,1,0,0,4,7,,98003,47.3255,-122.304,7.427144133408616,9.063463176115423,12.553029016757746,71,
7855801670,,4.0,3.25,8.513385953073284,9.89600966268017,2,0,3,3,12,7.403061091090091,98006,47.562,-122.162,8.058643712215618,9.18512512283512,14.626441218624949,19,
7920100045,,1.0,1.0,6.55250788703459,8.537191877922927,1,0,0,3,7,,98115,47.679,-122.3,6.918695219020472,8.537191877922927,12.765691290604371,83,
8960000030,,3.0,1.0,7.074116816197362,8.945071894361302,1,0,0,4,7,,98058,47.4479,-122.176,7.0825485693553,8.945071894361302,12.278397958261774,58,
6388930390,,5.0,3.5,8.284251797621916,10.136423006312807,2,0,0,3,9,7.2868764117507,98056,47.525,-122.172,7.878912912297132,9.523397750759193,13.384729180332174,29,
8731900200,,4.0,2.75,7.878912912297132,8.922791623969637,1,0,0,3,8,6.928537818164665,98023,47.3135,-122.369,7.591357046698551,8.971575439759016,12.676079399771027,58,
8029200135,,3.0,2.0,7.147559271189454,8.881697406469304,1,0,0,3,7,,98022,47.2086,-121.996,7.057036981697891,8.881697406469304,12.417147664184915,109,12
1081200350,,4.0,1.75,7.473637108496206,9.321971188147367,1,0,0,4,8,,98059,47.4715,-122.118,7.456454555176209,9.321971188147367,12.676079399771027,57,
0084000105,,5.0,2.25,7.630946580890459,9.063347348235522,1,0,0,3,7,6.93828448401696,98146,47.4877,-122.335,6.918695219020472,9.365718869155696,12.449022745701502,63,
3756500060,,3.0,1.75,7.484930283289661,9.17585244151751,1,0,0,3,7,,98034,47.7171,-122.193,7.0909098220799835,9.17585244151751,12.989976472461,63,
7215720160,,3.0,2.5,8.131824785007195,9.71739890917293,2,0,0,3,10,,98075,47.6012,-122.023,8.131824785007195,9.441610810502,13.710151153416941,25,
